"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-01","1980","01","-4.0","","-10.5","","-7.3","","10.0","","-23.0","","17.6","","12.5","","30.1","","6","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-02","1980","02","-4.6","","-11.0","","-7.8","","6.5","","-20.0","","0.5","","22.1","","22.6","","11","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-03","1980","03","2.8","","-4.5","","-0.9","","12.5","","-21.0","","30.3","","41.6","","71.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-04","1980","04","11.7","","4.2","","8.0","","18.0","S","-2.5","S","104.0","","5.6","","109.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-05","1980","05","19.5","","10.0","","14.8","","28.5","","5.0","","49.4","","0.0","","49.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-06","1980","06","22.3","","13.4","","17.9","","31.5","S","3.5","","38.6","","0.0","","38.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-07","1980","07","25.5","","17.2","","21.4","","29.5","","11.5","","189.4","","0.0","","189.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-08","1980","08","25.4","","17.9","","21.7","","30.0","","13.0","","82.7","","0.0","","82.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-09","1980","09","18.7","","10.9","","14.8","","27.2","","1.5","","147.4","","0.0","","147.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-10","1980","10","10.0","","4.2","","7.1","","21.0","","-1.0","","63.8","","0.0","T","63.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-11","1980","11","3.2","","-1.7","","0.8","","12.0","","-7.5","S","58.7","","20.4","","79.1","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1980-12","1980","12","-5.6","","-13.7","","-9.7","","6.5","","-30.5","","33.9","","41.5","","75.4","","27","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-01","1981","01","-8.4","","-16.3","","-12.4","","7.5","","-33.5","","0.8","","16.7","","17.5","","13","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-02","1981","02","3.0","","-3.5","","-0.3","","15.0","","-18.5","","92.0","","34.7","","126.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-03","1981","03","4.0","","-1.9","","1.1","","18.5","","-11.0","S","17.8","","16.5","","34.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-04","1981","04","13.0","","4.0","","8.5","","23.0","","-7.0","","67.4","","1.5","","68.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-05","1981","05","18.9","","9.9","","14.4","","27.5","","1.5","","108.6","","0.0","","108.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-06","1981","06","24.1","","15.3","","19.7","","31.0","","9.5","","148.0","","0.0","","148.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-07","1981","07","26.6","","18.1","","22.4","","32.5","","13.0","","121.4","","0.0","","121.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-08","1981","08","24.1","","16.6","","20.4","","28.5","S","11.5","S","186.8","","0.0","","186.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-09","1981","09","18.2","","11.8","","15.0","","25.5","S","2.0","","87.7","","0.0","","87.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-10","1981","10","10.2","","4.2","","7.2","","16.5","","-1.0","","110.4","","0.0","T","110.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-11","1981","11","5.0","","0.4","","2.7","","14.0","","-5.5","","57.4","","33.4","","90.8","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1981-12","1981","12","-0.7","","-5.1","","-2.9","","7.5","","-13.0","S","3.2","","68.2","","71.4","","46","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-01","1982","01","-10.5","","-18.1","","-14.3","","4.5","","-28.0","","21.9","","73.9","","95.8","","49","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-02","1982","02","-5.1","","-11.4","","-8.3","","5.5","","-18.0","","2.8","","30.5","","33.3","","42","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-03","1982","03","2.0","","-5.4","","-1.7","","10.5","","-18.0","","46.9","","57.9","","104.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-04","1982","04","9.4","","0.8","","5.1","","23.5","","-13.0","","44.7","","1.7","","46.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-05","1982","05","21.3","","11.1","","16.2","","29.5","","5.0","","16.0","","0.0","","16.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-06","1982","06","22.1","","13.8","","18.0","","29.5","","9.0","","102.0","","0.0","","102.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-07","1982","07","27.3","","17.5","","22.4","","32.5","S","8.0","","65.8","","0.0","","65.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-08","1982","08","22.4","","14.6","","18.5","","28.5","","7.0","","161.9","","","M","161.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-09","1982","09","19.4","","12.0","","15.7","","28.5","","6.5","","102.8","","0.0","","102.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-10","1982","10","13.3","","6.8","","10.1","","20.5","","-0.5","","41.8","","0.0","T","41.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-11","1982","11","7.1","E","0.9","E","4.0","E","16.0","","-13.0","","106.4","","5.2","","111.6","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1982-12","1982","12","1.7","","-5.6","","-2.0","","14.5","","-21.0","","65.3","","8.7","","74.0","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-01","1983","01","-3.4","","-10.7","","-7.1","","5.0","","-22.0","","31.5","","29.4","","60.9","","8","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-02","1983","02","-2.1","","-8.6","","-5.4","","7.0","","-20.5","","57.2","","39.7","","96.9","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-03","1983","03","3.5","","-3.2","","0.2","","12.0","","-14.0","","46.8","","21.6","","68.4","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-04","1983","04","9.6","","3.0","","6.3","","20.0","S","-3.0","","119.1","","38.6","","157.7","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-05","1983","05","15.6","","8.0","","11.8","","23.0","","2.0","S","160.5","","0.0","","160.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-06","1983","06","24.9","","16.0","","20.5","","34.5","","8.5","S","30.8","","0.0","","30.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-07","1983","07","27.2","","18.8","","23.0","","35.0","","12.5","","124.0","","0.0","","124.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-08","1983","08","26.4","","17.7","","22.1","","31.5","","12.0","S","30.1","","0.0","","30.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-09","1983","09","22.9","","14.1","E","18.5","E","31.5","","8.0","B","82.9","","0.0","","82.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-10","1983","10","12.6","","5.9","","9.3","","26.0","","-1.5","","90.0","","0.0","T","90.0","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-11","1983","11","5.1","","0.1","E","2.6","E","13.5","","-7.0","","154.2","","72.1","","226.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1983-12","1983","12","-3.6","","-10.7","","-7.2","","6.0","","-25.0","","90.1","","104.1","","194.2","","41","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-01","1984","01","-7.5","","-13.6","","-10.6","","3.5","S","-26.0","","6.2","","36.7","","42.9","","44","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-02","1984","02","0.4","","-5.9","","-2.8","","12.0","","-19.0","","27.0","","38.8","","65.8","","24","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-03","1984","03","-1.5","","-9.3","","-5.4","","11.0","","-25.0","","23.3","","18.4","","41.7","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-04","1984","04","12.6","","3.5","","8.1","","23.0","","-5.0","S","84.3","","0.0","","84.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-05","1984","05","15.9","","8.5","","12.2","","25.5","","3.0","","112.4","","0.2","","112.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-06","1984","06","25.3","E","15.4","E","20.4","E","30.5","","8.5","","","M","","M","","M","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-07","1984","07","26.8","","18.3","E","22.6","E","30.5","S","12.5","","76.7","","0.0","","76.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-08","1984","08","26.6","","18.4","","22.5","","32.0","","11.0","","105.4","","0.0","","105.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-09","1984","09","18.9","","11.0","","15.0","","24.5","S","3.0","","31.2","","0.0","","31.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-10","1984","10","14.0","","6.8","","10.4","","24.0","","-1.0","","44.5","","0.0","","44.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-11","1984","11","5.9","","0.0","","3.0","","15.0","","-9.5","","81.6","","9.3","","90.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1984-12","1984","12","0.4","","-7.2","","-3.4","","11.5","","-22.0","","14.1","","89.9","","104.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-01","1985","01","-9.7","E","-15.5","E","-12.6","E","-2.0","","-23.0","E","","M","","M","","M","37","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-02","1985","02","-3.0","","-9.3","","-6.2","","7.5","","-19.5","","38.7","","29.9","","68.6","","16","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-03","1985","03","2.5","E","-5.3","E","-1.4","E","13.0","","-18.0","","","M","","M","","M","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-04","1985","04","10.8","","1.5","","6.2","","23.0","","-7.5","","35.4","","25.3","","60.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-05","1985","05","19.2","E","9.5","","14.4","E","27.0","","1.5","","40.8","","0.0","","40.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-06","1985","06","21.1","","13.2","","17.2","","28.0","","10.0","S","104.5","","0.0","","104.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-07","1985","07","25.8","E","17.4","","21.6","E","32.0","","13.0","S","70.3","","0.0","","70.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-08","1985","08","24.8","","16.3","","20.6","","31.5","","9.5","","88.4","","0.0","","88.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-09","1985","09","21.2","","12.9","","17.1","","27.5","","7.0","","95.8","","0.0","","95.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-10","1985","10","13.1","","7.2","","10.2","","19.5","","-1.5","","94.4","","0.0","","94.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-11","1985","11","4.0","","-0.9","","1.6","","17.5","","-8.5","","68.1","","14.3","","82.4","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1985-12","1985","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-01","1986","01","-4.8","","-12.4","","-8.6","","6.0","S","-24.0","","32.1","","81.7","","113.8","","27","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-02","1986","02","-5.4","","-11.5","","-8.5","","4.5","","-18.5","","11.6","","28.8","","40.4","","38","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-03","1986","03","4.1","","-4.5","","-0.2","","22.5","","-21.0","","24.7","","43.6","","68.3","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-04","1986","04","14.6","","4.9","","9.8","","27.0","","-3.0","","40.6","","0.2","","40.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-05","1986","05","18.7","","9.7","","14.2","","29.0","","-2.0","","88.8","","0.0","T","88.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-06","1986","06","21.6","","12.5","","17.1","","28.5","","5.0","","109.9","","0.0","","109.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-07","1986","07","24.2","","16.8","","20.5","","31.0","","12.0","S","142.9","","0.0","","142.9","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-08","1986","08","23.0","","15.4","","19.2","","28.5","","6.5","","136.8","","0.0","","136.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-09","1986","09","17.8","","10.7","","14.3","","24.5","","5.0","","141.8","","0.0","","141.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-10","1986","10","12.0","","5.8","","8.9","","20.5","","-3.0","","63.8","","0.0","","63.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-11","1986","11","3.9","","-1.6","","1.2","","15.5","","-10.5","","36.3","","40.5","","76.8","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1986-12","1986","12","-0.4","","-7.1","","-3.8","","4.5","","-19.5","","51.3","","35.2","","86.5","","20","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-01","1987","01","-4.5","","-9.9","","-7.2","","2.0","","-24.0","","0.0","","59.4","","59.4","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-02","1987","02","-4.9","","-11.6","","-8.3","","5.0","","-26.0","","0.0","","30.9","","30.9","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-03","1987","03","5.3","E","-2.3","E","1.5","E","17.5","","-17.5","","23.7","","25.1","E","48.8","E","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-04","1987","04","14.6","","5.8","","10.2","","27.5","S","-4.5","","42.4","","1.1","","43.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-05","1987","05","18.5","","10.2","","14.4","","30.0","","2.0","","81.4","","0.0","","81.4","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-06","1987","06","23.9","E","15.9","E","19.9","E","31.5","","7.0","E","130.2","","0.0","","130.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-07","1987","07","26.8","","18.5","","22.7","","34.0","","11.5","","153.7","","0.0","","153.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-08","1987","08","24.9","","16.1","","20.5","","33.5","","10.0","S","62.2","","0.0","","62.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-09","1987","09","19.4","","12.4","","15.9","","26.5","","5.0","S","124.7","","0.0","","124.7","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-10","1987","10","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-11","1987","11","4.9","E","-1.3","E","1.8","E","18.0","","-14.5","","58.4","E","36.4","","94.8","E","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1987-12","1987","12","","M","","M","","M","","M","","M","","M","","M","","M","9","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-01","1988","01","-3.0","","-10.5","","-6.8","","10.5","","-28.0","","15.8","","16.2","","32.0","","2","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-02","1988","02","-2.5","E","-10.2","E","-6.4","E","8.5","","-21.0","","20.6","","68.9","","89.5","","20","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-03","1988","03","2.2","","-5.4","","-1.6","","16.5","","-18.0","","17.6","","11.7","","29.3","","0","T","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-04","1988","04","11.1","","3.5","","7.3","","18.5","","-0.5","","83.2","","0.0","T","83.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-05","1988","05","20.2","","11.1","","15.7","","26.5","","4.5","S","45.2","","0.0","","45.2","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-06","1988","06","23.1","","14.2","","18.7","","33.5","","7.5","S","77.6","","0.0","","77.6","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-07","1988","07","27.4","","19.1","","23.3","","33.5","","11.0","","59.1","","0.0","","59.1","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-08","1988","08","25.1","","17.5","","21.3","","34.0","","10.5","S","160.3","","0.0","","160.3","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-09","1988","09","19.3","","11.7","","15.5","","25.5","S","5.0","","51.8","","0.0","","51.8","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-10","1988","10","","M","","M","","M","","M","","M","61.1","","22.4","","83.5","","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-11","1988","11","","M","","M","","M","","M","","M","","M","","M","","M","0","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1988-12","1988","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1989-01","1989","01","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1989-02","1989","02","-3.7","","-11.5","E","-7.6","E","6.0","","-20.5","","9.6","","21.6","","31.2","","8","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1989-03","1989","03","0.7","","-6.5","E","-2.9","E","16.5","","-26.0","","34.3","","53.2","","87.5","","1","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1989-04","1989","04","9.3","","2.0","","5.7","","19.0","","-2.5","","49.0","","3.2","","52.2","","0","","","","",""
