"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MONTREAL MCGILL","7025280","1895-10","1895","10","9.5","","1.1","","5.3","","16.1","","-4.4","S","16.3","","1.8","","18.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1895-11","1895","11","4.9","","-1.8","","1.6","","16.1","","-13.3","S","96.5","","32.3","","128.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1895-12","1895","12","-1.7","","-8.8","","-5.3","","12.2","","-23.3","S","53.8","","30.7","","84.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-01","1896","01","-8.0","","-14.1","","-11.1","","1.7","","-29.4","","0.0","","52.8","","52.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-02","1896","02","-5.7","","-14.0","","-9.9","","5.6","","-30.6","S","8.9","","66.3","","75.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-03","1896","03","-2.6","","-10.8","","-6.7","","7.8","","-19.4","","54.1","","100.3","","154.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-04","1896","04","10.3","","0.9","","5.6","","25.0","","-7.8","","21.6","","8.4","","30.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-05","1896","05","20.4","","9.1","","14.8","","31.7","","2.2","","69.6","","0.0","","69.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-06","1896","06","23.1","","13.2","","18.2","","30.0","","6.7","","103.1","","0.0","","103.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-07","1896","07","25.0","","16.0","","20.5","","31.7","","10.6","","122.9","","0.0","","122.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-08","1896","08","24.1","","14.9","","19.5","","32.2","","8.9","","135.9","","0.0","","135.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-09","1896","09","17.7","","9.5","","13.6","","28.9","","1.1","","79.0","","0.0","","79.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-10","1896","10","9.7","","2.8","","6.3","","14.4","S","-1.1","S","63.0","","0.0","T","63.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-11","1896","11","5.6","","-2.1","","1.8","","14.4","S","-12.8","","88.6","","15.0","","103.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1896-12","1896","12","-4.2","","-11.6","","-7.9","","5.6","","-21.7","","2.0","","27.4","","29.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-01","1897","01","-5.4","","-13.9","","-9.7","","8.9","","-31.1","","10.4","","66.3","","76.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-02","1897","02","-4.4","","-11.1","","-7.8","","3.9","","-20.6","","12.2","","41.9","","54.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-03","1897","03","0.7","","-6.8","","-3.1","","7.8","","-23.3","","45.7","","60.2","","105.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-04","1897","04","10.6","","1.0","","5.8","","23.3","","-11.7","","76.7","","4.8","","81.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-05","1897","05","16.7","","7.4","","12.1","","22.2","S","1.1","S","95.0","","0.0","","95.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-06","1897","06","20.6","","11.7","","16.2","","27.8","","5.6","","95.5","","0.0","","95.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-07","1897","07","26.6","","17.6","","22.1","","33.9","","12.8","","112.3","","0.0","","112.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-08","1897","08","22.3","","14.0","","18.2","","27.8","S","7.2","","49.5","","0.0","","49.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-09","1897","09","19.1","","9.7","","14.4","","30.6","","2.2","","29.2","","0.0","","29.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-10","1897","10","13.7","","3.6","","8.7","","25.6","","-3.3","","16.5","","0.0","","16.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-11","1897","11","2.7","","-3.8","","-0.6","","12.2","","-12.8","S","67.6","","47.2","","114.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1897-12","1897","12","-3.0","","-10.4","","-6.7","","8.9","","-23.9","","70.1","","99.3","","169.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-01","1898","01","-6.7","","-15.4","","-11.1","","2.8","","-29.4","S","14.5","","159.3","","173.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-02","1898","02","-3.2","","-10.1","","-6.7","","5.0","","-26.1","","14.0","","117.6","","131.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-03","1898","03","5.2","","-2.6","","1.3","","14.4","","-10.6","S","64.8","","2.3","","67.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-04","1898","04","10.9","","0.8","","5.9","","19.4","","-10.0","","25.4","","4.1","","29.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-05","1898","05","17.8","","9.2","","13.5","","26.7","","1.7","","66.5","","0.0","","66.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-06","1898","06","22.8","","13.7","","18.3","","27.8","S","7.8","","141.5","","0.0","","141.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-07","1898","07","26.3","","16.4","","21.4","","32.2","","8.9","","53.6","","0.0","","53.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-08","1898","08","24.1","","15.7","","19.9","","27.8","S","9.4","","65.0","","0.0","","65.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-09","1898","09","19.9","","11.7","","15.8","","32.2","","5.0","","154.4","","0.0","","154.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-10","1898","10","12.1","","4.9","","8.5","","23.3","S","-2.2","","116.1","","0.0","","116.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-11","1898","11","4.5","","-2.3","","1.1","","13.9","","-12.8","","13.0","","39.9","","52.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1898-12","1898","12","-3.0","","-11.3","","-7.2","","5.6","","-23.9","","25.1","","53.1","","78.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-01","1899","01","-4.2","","-14.7","","-9.5","","9.4","","-28.3","","51.6","","63.8","","115.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-02","1899","02","-5.6","","-12.4","","-9.0","","5.0","S","-25.0","","13.7","","23.1","","36.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-03","1899","03","-1.5","","-8.9","","-5.2","","6.1","","-20.6","S","56.6","","111.0","","167.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-04","1899","04","10.6","","1.7","","6.2","","27.8","","-5.6","S","34.8","","4.8","","39.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-05","1899","05","18.9","","8.4","","13.7","","25.6","","2.2","","40.4","","0.0","","40.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-06","1899","06","23.8","","14.1","","19.0","","30.6","S","10.6","","62.5","","0.0","","62.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-07","1899","07","24.8","","15.6","","20.2","","28.9","S","10.6","","196.1","","0.0","","196.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-08","1899","08","25.3","","16.2","","20.8","","31.7","","10.6","S","64.0","","0.0","","64.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-09","1899","09","17.4","","9.1","","13.3","","25.6","","2.2","","129.0","","0.0","","129.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-10","1899","10","12.9","","5.4","","9.2","","23.3","","-1.1","S","86.1","","0.0","T","86.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-11","1899","11","3.8","","-1.6","","1.1","","9.4","S","-8.3","","40.6","","6.1","","46.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1899-12","1899","12","-0.6","","-8.0","","-4.3","","13.3","","-24.4","","59.7","","63.2","","122.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-01","1900","01","-3.2","","-14.0","","-8.6","","4.4","","-22.2","","49.0","","92.5","","141.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-02","1900","02","-4.3","","-12.5","","-8.4","","7.2","","-25.6","","75.7","","80.3","","156.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-03","1900","03","-2.8","","-11.4","","-7.1","","3.9","S","-21.1","","3.3","","117.3","","120.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-04","1900","04","10.7","","2.2","","6.5","","22.2","","-5.6","","35.3","","1.8","","37.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-05","1900","05","16.6","","5.8","","11.2","","26.7","","-2.2","","79.0","","0.0","T","79.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-06","1900","06","23.8","","13.7","","18.8","","29.4","","8.9","S","111.0","","0.0","","111.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-07","1900","07","24.4","","16.2","","20.3","","30.6","","9.4","","188.2","","0.0","","188.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-08","1900","08","24.6","","16.0","","20.3","","31.1","","8.9","","79.8","","0.0","","79.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-09","1900","09","19.5","","11.9","","15.7","","31.7","","4.4","","91.9","","0.0","","91.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-10","1900","10","15.8","","7.1","","11.5","","24.4","","-1.1","S","51.6","","0.0","T","51.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-11","1900","11","3.6","","-2.3","","0.7","","15.0","","-12.2","","105.9","","88.4","","194.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1900-12","1900","12","-4.3","","-11.1","","-7.7","","3.9","","-24.4","","6.1","","64.0","","70.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-01","1901","01","-5.6","","-15.0","","-10.3","","4.4","","-27.2","S","6.9","","68.8","","75.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-02","1901","02","-7.5","","-14.3","","-10.9","","-1.1","S","-20.6","","0.0","","56.9","","56.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-03","1901","03","0.2","","-7.9","","-3.9","","4.4","","-17.8","","111.3","","73.7","","184.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-04","1901","04","10.8","","2.5","","6.7","","23.9","","-1.7","S","103.1","","3.3","","106.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-05","1901","05","17.9","","9.6","","13.8","","26.1","","4.4","S","64.3","","0.0","","64.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-06","1901","06","24.6","","14.9","","19.8","","33.3","","6.7","","50.0","","0.0","","50.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-07","1901","07","26.3","","17.2","","21.8","","34.4","","12.2","S","133.9","","0.0","","133.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-08","1901","08","24.1","","15.8","","20.0","","29.4","","12.8","","138.2","","0.0","","138.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-09","1901","09","20.1","","11.7","","15.9","","30.6","","2.8","","100.3","","0.0","","100.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-10","1901","10","12.3","","5.3","","8.8","","21.1","","-0.6","S","88.9","","2.5","","91.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-11","1901","11","1.3","","-4.2","","-1.5","","14.4","","-15.6","","26.7","","74.2","","100.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1901-12","1901","12","-2.5","","-9.3","","-5.9","","15.0","","-20.6","","73.4","","38.4","","111.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-01","1902","01","-6.6","","-14.3","","-10.5","","3.3","","-22.8","","20.6","","67.6","","88.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-02","1902","02","-4.6","","-12.1","","-8.4","","8.3","","-19.4","S","1.3","","87.6","","88.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-03","1902","03","5.1","","-2.3","","1.4","","13.9","","-12.2","","139.7","","23.9","","163.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-04","1902","04","11.7","","2.9","","7.3","","23.9","","-1.1","","64.8","","8.6","","73.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-05","1902","05","17.3","","7.1","","12.2","","27.8","","-5.0","","96.5","","0.0","","96.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-06","1902","06","20.2","","11.2","","15.7","","26.7","","5.0","","145.0","","0.0","","145.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-07","1902","07","23.9","","15.6","","19.8","","30.0","S","12.2","","79.8","","0.0","","79.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-08","1902","08","22.6","","14.2","","18.4","","27.2","","10.6","","112.0","","0.0","","112.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-09","1902","09","19.8","","11.9","","15.9","","24.4","","4.4","","73.9","","0.0","","73.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-10","1902","10","11.3","","3.3","","7.3","","18.9","","-3.3","S","67.8","","0.0","","67.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-11","1902","11","7.2","","0.2","","3.7","","16.7","","-8.9","","65.0","","15.0","","80.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1902-12","1902","12","-4.9","","-13.1","","-9.0","","3.9","S","-28.9","","36.3","","82.3","","118.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-01","1903","01","-5.7","","-13.9","","-9.8","","3.9","","-28.9","","16.3","","84.8","","101.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-02","1903","02","-3.5","","-11.3","","-7.4","","8.3","","-24.4","","54.9","","67.3","","122.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-03","1903","03","4.9","","-2.5","","1.2","","16.7","","-18.3","","81.0","","7.9","","88.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-04","1903","04","11.7","","1.8","","6.8","","27.8","","-10.6","","40.9","","10.9","","51.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-05","1903","05","21.1","","7.9","","14.5","","29.4","","-2.2","","2.8","","0.0","","2.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-06","1903","06","22.1","","12.8","","17.5","","28.9","","8.3","","120.9","","0.0","","120.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-07","1903","07","24.2","","16.1","","20.2","","31.1","","8.3","","72.9","","0.0","","72.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-08","1903","08","20.8","","12.6","","16.7","","26.7","","6.1","","80.5","","0.0","","80.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-09","1903","09","20.1","","11.2","","15.7","","28.3","","4.4","","32.3","","0.0","","32.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-10","1903","10","13.3","","5.5","","9.4","","19.4","","-3.9","","90.2","","3.8","","94.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-11","1903","11","3.2","","-2.8","","0.2","","13.9","","-15.6","","23.6","","13.7","","37.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1903-12","1903","12","-5.8","","-14.1","","-10.0","","2.8","","-26.7","","15.5","","97.8","","113.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-01","1904","01","-9.5","","-17.8","","-13.7","","1.7","","-29.4","","0.0","","97.0","","97.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-02","1904","02","-9.6","","-18.2","","-13.9","","3.3","","-28.3","S","8.9","","54.6","","63.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-03","1904","03","-0.5","","-8.2","","-4.4","","6.7","","-20.6","","61.0","","40.4","","101.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-04","1904","04","8.1","","0.3","","4.2","","16.7","","-6.7","","79.8","","16.5","","96.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-05","1904","05","20.6","","10.4","","15.5","","26.1","S","4.4","","120.9","","0.0","","120.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-06","1904","06","22.7","","13.6","","18.2","","28.9","","8.3","","71.4","","0.0","","71.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-07","1904","07","24.7","","16.2","","20.5","","32.2","","10.0","","74.9","","0.0","","74.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-08","1904","08","22.4","","13.9","","18.2","","27.8","","10.0","S","133.6","","0.0","","133.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-09","1904","09","16.4","","8.7","","12.6","","23.3","","1.1","","168.9","","0.0","T","168.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-10","1904","10","10.1","","2.8","","6.5","","20.0","","-5.0","","81.5","","0.0","T","81.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-11","1904","11","2.3","","-4.2","","-1.0","","11.1","","-13.9","","9.9","","26.7","","36.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1904-12","1904","12","-9.1","","-16.2","","-12.7","","2.2","","-25.6","","12.2","","77.7","","89.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-01","1905","01","-8.7","","-17.0","","-12.9","","2.8","","-23.9","S","2.0","","115.1","","117.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-02","1905","02","-7.6","","-16.5","","-12.1","","1.7","S","-22.8","","0.0","","98.8","","98.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-03","1905","03","0.1","","-7.9","","-3.9","","16.1","","-18.3","S","45.2","","6.6","","51.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-04","1905","04","10.0","","1.1","","5.6","","20.0","","-6.1","","27.7","","6.4","","34.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-05","1905","05","16.8","","7.6","","12.2","","25.0","","0.6","S","62.2","","0.0","T","62.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-06","1905","06","22.3","","13.2","","17.8","","30.0","","6.1","","80.8","","0.0","","80.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-07","1905","07","25.4","","16.8","","21.1","","30.6","S","12.2","","101.9","","0.0","","101.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-08","1905","08","23.2","","14.7","","19.0","","29.4","","10.0","","56.1","","0.0","","56.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-09","1905","09","18.2","","11.7","","15.0","","23.9","S","2.8","","90.7","","0.0","","90.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-10","1905","10","11.6","","4.1","","7.9","","22.2","","-4.4","","81.3","","1.5","","82.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-11","1905","11","3.7","","-3.4","","0.2","","12.8","","-14.4","","53.6","","34.0","","87.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1905-12","1905","12","-1.7","","-9.7","","-5.7","","4.4","","-20.6","","29.0","","68.3","","97.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-01","1906","01","-1.9","","-10.2","","-6.1","","11.7","","-21.7","","33.0","","37.8","","70.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-02","1906","02","-3.3","","-13.4","","-8.4","","8.3","","-27.8","","11.7","","46.7","","58.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-03","1906","03","-2.2","","-9.1","","-5.7","","6.1","","-18.3","S","33.8","","45.5","","79.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-04","1906","04","10.1","","1.1","","5.6","","19.4","","-7.2","","27.9","","20.8","","48.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-05","1906","05","16.2","","6.8","","11.5","","30.0","","0.6","","60.2","","0.0","","60.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-06","1906","06","23.5","","13.9","","18.7","","28.3","S","6.7","","139.4","","0.0","","139.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-07","1906","07","26.3","","16.7","","21.5","","31.1","","10.0","","60.2","","0.0","","60.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-08","1906","08","25.9","","17.0","","21.5","","31.7","","11.1","","36.8","","0.0","","36.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-09","1906","09","20.7","","11.7","","16.2","","27.8","S","3.9","","84.3","","0.0","","84.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-10","1906","10","12.8","","4.9","","8.9","","20.6","","-1.7","","96.5","","1.3","","97.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-11","1906","11","3.2","","-2.5","","0.4","","10.6","","-10.0","","17.3","","56.9","","74.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1906-12","1906","12","-6.2","","-13.8","","-10.0","","2.8","S","-27.8","","50.3","","100.3","","150.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-01","1907","01","-7.7","","-15.9","","-11.8","","6.1","","-31.1","","26.7","","58.4","","85.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-02","1907","02","-8.0","","-17.1","","-12.6","","2.2","","-25.6","","3.6","","67.6","","71.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-03","1907","03","1.3","","-6.3","","-2.5","","10.0","","-21.1","","51.8","","50.3","","102.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-04","1907","04","6.7","","-0.9","","2.9","","17.8","","-10.6","","55.6","","45.2","","100.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-05","1907","05","13.7","","4.4","","9.1","","23.3","","-2.2","","49.0","","0.0","T","49.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-06","1907","06","23.4","","13.9","","18.7","","30.6","S","6.7","","88.9","","0.0","","88.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-07","1907","07","25.3","","16.2","","20.8","","29.4","","11.1","","83.8","","0.0","","83.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-08","1907","08","22.7","","13.8","","18.3","","31.1","","9.4","S","31.2","","0.0","","31.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-09","1907","09","17.9","","10.9","","14.4","","26.7","","1.7","","105.4","","0.0","","105.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-10","1907","10","10.1","","2.7","","6.4","","19.4","","-3.9","S","89.4","","0.0","T","89.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-11","1907","11","3.5","","-1.9","","0.8","","11.1","","-8.9","","64.5","","36.1","","100.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1907-12","1907","12","-0.8","","-7.3","","-4.1","","9.4","","-15.6","","49.8","","79.2","","129.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-01","1908","01","-5.2","","-15.4","","-10.3","","3.9","S","-28.9","","8.6","","111.0","","119.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-02","1908","02","-6.9","","-15.1","","-11.0","","4.4","","-29.4","","54.9","","103.1","","158.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-03","1908","03","0.7","","-7.7","","-3.5","","8.3","S","-17.2","","64.5","","30.7","","95.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-04","1908","04","7.2","","-1.5","","2.9","","19.4","","-13.9","","47.2","","23.4","","70.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-05","1908","05","18.7","","9.2","","14.0","","27.8","","2.2","","142.5","","0.0","","142.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-06","1908","06","24.3","","14.2","","19.3","","30.6","","6.7","S","22.9","","0.0","","22.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-07","1908","07","26.7","","17.6","","22.2","","33.3","","12.2","","111.5","","0.0","","111.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-08","1908","08","23.4","","14.9","","19.2","","27.2","","8.9","","71.9","","0.0","","71.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-09","1908","09","22.3","","12.8","","17.6","","28.9","","4.4","","45.7","","0.0","","45.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-10","1908","10","14.0","","6.1","","10.1","","23.9","","-0.6","","37.8","","0.0","T","37.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-11","1908","11","4.3","","-1.1","","1.6","","13.3","","-8.3","","36.6","","33.8","","70.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1908-12","1908","12","-4.5","","-12.7","","-8.6","","11.1","","-23.3","","0.8","","135.1","","135.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1909-01","1909","01","-4.8","","-13.8","","-9.3","","5.6","","-27.2","","62.2","","54.1","","116.3","","","","","","",""
